WT_AGO1.1	WT_AGO1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT1G05187.1	67	71	65	78	69.4017188245054	0.0215121611806551	0.418895327075969	0.0513545026410709	0.95904303853535	0.999461769492062	1	1541
transcript:AT1G05193.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05197.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05203.1	36	69	45	57	50.4884467520539	-0.0447698922038325	0.499868566079051	-0.0895633277263375	0.928634227479368	0.999461769492062	1	1478
transcript:AT1G05207.1	756	831	782	640	746.859676947171	-0.172808090272841	0.224062631137299	-0.7712490449465	0.44055932869934	0.999461769492062	1	425
transcript:AT1G05213.1	446	529	463	509	480.42379118829	-0.0257300672310263	0.218210100021219	-0.117914190170502	0.906135649558353	0.999461769492062	1	1436
transcript:AT1G05217.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05223.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05227.1	4	2	2	1	2.29350581694642	-1.0409110677053	2.10524158883556	-0.494437822825383	0.620997007782383	1	1	765
transcript:AT1G16489.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G16489.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G16489.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G16489.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05233.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05237.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05243.1	12	20	22	27	19.8104398885852	0.604923712103142	0.744820903341008	0.812173382070327	0.416692150768104	0.999461769492062	1	397
transcript:AT1G05253.1	480	510	366	483	454.095011158079	-0.25557967409593	0.229714579243928	-1.1125966620714	0.265881694682155	0.999461769492062	1	208
transcript:AT1G05263.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05267.1	10	22	11	18	14.789063964198	-0.147309223521987	0.868482531008851	-0.169616795113736	0.865311513354564	0.999461769492062	1	1371
transcript:AT1G05277.1	111	110	103	125	111.032478190843	0.0112366358426563	0.349367785330499	0.0321627703367857	0.974342245775987	0.999461769492062	1	1568
transcript:AT1G05283.1	2	2	0	6	2.39283844148949	0.489089906700763	2.22088012344697	0.220223460751974	0.825697126069256	1	1	1298
transcript:AT1G05287.1	25	35	56	63	43.9414492209378	0.973134764786706	0.517428636859793	1.88071300168567	0.0600109700739509	0.999461769492062	1	47
transcript:AT1G05293.1	23	24	21	36	25.5375668547498	0.236331445111766	0.665304263930627	0.355223103058918	0.722422458157716	0.999461769492062	1	989
transcript:AT1G05297.1	8	9	6	10	8.1094425034986	-0.12439924302071	1.12838126010856	-0.110245754177751	0.912214476811108	0.999461769492062	1	1450
transcript:AT1G17232.1	104	102	90	96	97.2023647140552	-0.177285654260492	0.367700478444803	-0.482146922980155	0.629701578622091	0.999461769492062	1	775
transcript:AT1G17232.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G17255.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G17255.2	0	0	0	4	0.92771922790458	3.34384810052218	3.91224296347337	0.854713812956403	0.39270960170891	1	1	368
transcript:AT1G05303.1	7	12	7	5	7.62721750493377	-0.653548758767343	1.17395675459371	-0.556705991264154	0.577728322806675	0.999461769492062	1	614
transcript:AT1G05307.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05313.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05317.1	16	22	17	18	17.9700131952109	-0.131739770317248	0.770638856252914	-0.170948777430984	0.864264042280038	0.999461769492062	1	1369
transcript:AT1G05323.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05327.1	11	6	9	9	8.77887205356112	0.028174009910079	1.10298661095951	0.0255433834192872	0.979621544799392	0.999461769492062	1	1580
transcript:AT1G05333.1	4	3	6	2	3.79207467611233	0.185208477192929	1.65465778053224	0.111931590551223	0.910877648349972	1	1	1445
transcript:AT1G05333.2	274	315	245	295	278.521972159597	-0.151471127866831	0.252510251733198	-0.599861299995358	0.548598675854177	0.999461769492062	1	568
transcript:AT1G05337.1	67	69	53	73	64.6718577192113	-0.146005621190436	0.436109013485212	-0.334791569712389	0.737782320303128	0.999461769492062	1	1010
transcript:AT1G05343.1	20	14	12	17	15.6879740960865	-0.284471756620165	0.837176581745826	-0.339798989631238	0.734007908847324	0.999461769492062	1	1006
transcript:AT1G05347.1	731	944	721	882	806.357004147494	-0.0839211628199902	0.201759842834166	-0.415945817765967	0.677449651393345	0.999461769492062	1	910
transcript:AT1G05357.1	1	2	2	3	1.9445912899176	0.727309839954414	2.23163406532171	0.32590909560684	0.74449313380741	1	1	1020
transcript:AT1G05363.1	9	14	15	8	11.3981344575625	0.0143066053983307	0.980212079815853	0.0145954183721327	0.988354954473924	0.999461769492062	1	1604
transcript:AT1G05367.1	3	0	0	0	0.812774140981109	-3.16170008327816	4.13478637842117	-0.764658628987122	0.444474847447423	1	1	436
transcript:AT1G05373.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05377.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05383.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05387.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05397.1	2	4	4	4	3.4253229658829	0.41956552894356	1.70219121952088	0.246485544122156	0.805306393430245	1	1	1262
transcript:AT1G18382.1	82	98	115	91	95.644388921734	0.184959119908001	0.379843742766134	0.486934755226121	0.626304568208095	0.999461769492062	1	770
transcript:AT1G18415.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G18415.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05407.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05413.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G18735.1	661	829	615	730	698.244108523064	-0.16873341055684	0.204235229249092	-0.826171915478143	0.408706577160566	0.999461769492062	1	387
transcript:AT1G05443.1	0	4	2	0	1.43728732764067	-0.858240832436297	2.99130269337468	-0.286912064879687	0.774179652263029	1	1	1165.5
transcript:AT1G05447.1	7	4	7	2	5.09378739475783	-0.307750765749663	1.46617534823098	-0.209900382052516	0.833745424037982	1	1	1318
transcript:AT1G05453.1	156	157	138	150	148.891646732089	-0.149476143516286	0.312572481451855	-0.478212742279778	0.632498794147619	0.999461769492062	1	840
transcript:AT1G05467.1	56	63	56	83	63.4104538962985	0.190184275844062	0.441911065758386	0.430367760802001	0.666928143137448	0.999461769492062	1	891
transcript:AT1G05473.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05477.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05483.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05487.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT1G05493.1	10	22	3	5	9.70010854144044	-2.00129599396651	1.11181042482467	-1.80003348527886	0.0718553510490596	0.999461769492062	1	56
transcript:AT1G05497.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05507.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05517.1	3	3	0	1	1.73381920642507	-2.63035097495188	2.67763217392943	-0.982342160570857	0.325931310629638	1	1	283
transcript:AT1G05523.1	32	52	50	50	45.1724202414707	0.248284775957195	0.512548643659394	0.484412121715004	0.628093417394133	0.999461769492062	1	772
transcript:AT1G05527.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05533.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
transcript:AT1G05537.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05543.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05553.1	58	50	51	71	56.886812062336	0.130933785410016	0.467774437489563	0.279907953313368	0.77954812517468	0.999461769492062	1	1170
transcript:AT1G05557.1	56	49	38	41	45.787327949965	-0.446474871938024	0.508904029957574	-0.87732626518058	0.380309450031152	0.999461769492062	1	338
transcript:AT1G20515.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G20515.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G20515.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G20691.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G20691.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05567.1	0	0	3	0	0.777700474525372	3.07647927372403	4.20801196649727	0.731100409936543	0.464717823949322	1	1	452
transcript:AT1G05583.1	0	0	1	0	0.259233491508457	1.47571636636091	4.98789247946921	0.295859698747547	0.767337229639043	1	1	1091
transcript:AT1G05587.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05593.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05597.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05603.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05607.1	27	39	13	25	25.4417461929251	-0.824674940509804	0.677429832906024	-1.21735846349153	0.223467859352429	0.999461769492062	1	175
transcript:AT1G05613.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05617.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05623.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05633.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05643.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05647.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05653.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05657.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05663.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05667.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05683.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05687.1	159	178	145	200	167.939352471711	0.00170990454598705	0.302953098063981	0.00564412299103123	0.995496665315995	0.999461769492062	1	1632
transcript:AT1G05693.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05703.1	17	29	21	23	22.0454565128774	-0.0681560849701278	0.706681785352101	-0.096445226667572	0.923166973825834	0.999461769492062	1	1470
transcript:AT1G05707.1	6	22	17	12	13.8691872167504	0.092596391951547	0.930876385700746	0.0994722751311842	0.920763299943648	0.999461769492062	1	1464
transcript:AT1G05713.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05717.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT1G05723.1	3	7	2	3	3.63496614801803	-0.998473481674146	1.68175869302444	-0.593707935517498	0.552707474532429	1	1	573
transcript:AT1G05727.1	4	11	4	6	6.0389676102475	-0.577465752744204	1.32315931796659	-0.436429494848468	0.662525143149485	1	1	886
transcript:AT1G05733.1	58	39	63	70	57.238928205746	0.406330734948877	0.480558331589789	0.845538841465193	0.397810055810913	0.999461769492062	1	379
transcript:AT1G05737.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05747.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT1G05753.1	237	340	366	248	294.706936452706	0.0963153864087583	0.294448256896159	0.32710462416738	0.743588754458587	0.999461769492062	1	1019
transcript:AT1G05757.1	3	4	12	1	5.07432619068249	0.937963223998473	1.5636465464862	0.59985629495761	0.548602011740185	1	1	569
transcript:AT1G05763.1	45	41	32	39	38.9502548474504	-0.314287045640651	0.543986006835025	-0.577748401046582	0.56343399641414	0.999461769492062	1	592
transcript:AT1G05767.1	224	242	185	194	209.228345192097	-0.322727967336912	0.276808526505995	-1.16588882362308	0.243659398291723	0.999461769492062	1	194
transcript:AT1G05767.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05773.1	86	102	96	95	93.6491910102432	0.00503361222614763	0.37039583777515	0.0135898185475921	0.989157227344059	0.999461769492062	1	1613
transcript:AT1G05777.1	92	69	100	71	83.1650900476658	0.057374291205068	0.428752912009899	0.133816679952353	0.893547537131589	0.999461769492062	1	1410
transcript:AT1G05787.1	3	18	4	9	8.07176792060713	-0.669003767721844	1.22796773610392	-0.544805655761321	0.5858871884186	0.999461769492062	1	634
transcript:AT1G05793.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05797.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05803.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT1G05807.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05817.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05823.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05827.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05833.1	73	82	96	111	89.2439449211579	0.391647262256658	0.376952414301249	1.03898329708976	0.298812504476846	0.999461769492062	1	243
transcript:AT1G05837.1	49	60	51	75	57.6732597288566	0.179583006067821	0.459154226728412	0.391116961608726	0.695710783712577	0.999461769492062	1	942
transcript:AT1G05843.1	1	1	3	2	1.74218988829397	1.31025691476123	2.39277967361165	0.547587782197904	0.583974980536425	1	1	630
transcript:AT1G05847.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05857.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05863.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05867.1	4	14	10	7	8.5154136247422	-0.042570667244832	1.14466421611582	-0.0371905285807629	0.970333090487112	0.999461769492062	1	1561
transcript:AT1G05873.1	39	88	63	65	62.1872588329592	0.0230852732043871	0.474753999128022	0.0486257582806837	0.961217542102387	0.999461769492062	1	1545
transcript:AT1G05887.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05893.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05897.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT1G05903.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05913.1	4	9	6	0	4.70644557909567	-1.04131734170861	1.67127048050954	-0.623069307962124	0.533238977682525	1	1	551
transcript:AT1G25098.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G25098.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G25098.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G25098.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05927.1	428	422	432	536	449.194568675311	0.151830528300588	0.231176244212255	0.656773920771826	0.511326295431695	0.999461769492062	1	527
transcript:AT1G05933.1	22	30	23	31	26.0036906061613	0.0331072797384768	0.650475474836236	0.0508970453448871	0.959407559933408	0.999461769492062	1	1542
transcript:AT1G05937.1	0	0	4	0	1.03693396603383	3.49167078368593	3.75222997106817	0.930558843836518	0.352081812087232	1	1	311.5
transcript:AT1G05943.1	10	12	5	10	9.08117369777869	-0.591134408023111	1.0800746885117	-0.547308824390349	0.584166582356662	0.999461769492062	1	631
transcript:AT1G05947.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05953.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05957.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05963.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05967.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
transcript:AT1G05973.1	24	30	13	17	20.7061878207314	-0.871985213385602	0.72795388208672	-1.19785776934935	0.230972392739822	0.999461769492062	1	181
transcript:AT1G05977.1	7	3	14	11	8.7660850119464	1.27124513041697	1.14059815007795	1.114542514671	0.265046516089245	0.999461769492062	1	206
transcript:AT1G05983.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G26208.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G26208.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G26208.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G26208.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G26208.6	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G26208.5	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G05987.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G26218.1	113	189	146	189	155.71157720582	0.13992582061965	0.323912594015755	0.431986354358435	0.665751330854164	0.999461769492062	1	889
transcript:AT1G06003.1	19	50	28	32	31.3131154528174	-0.187036518244079	0.63526748188268	-0.294421678392504	0.768435703667663	0.999461769492062	1	1110
transcript:AT1G06007.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06013.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06017.1	37	43	28	34	35.0456843095648	-0.393286288495339	0.565370146735123	-0.695626203057365	0.486662952000269	0.999461769492062	1	475
transcript:AT1G06023.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT1G06027.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT1G06037.1	1	0	0	0	0.27092471366037	-1.55394320241917	4.98349365580689	-0.311818035648239	0.755178816500192	1	1	1050.5
transcript:AT1G06043.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06047.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06053.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06057.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06063.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06067.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06073.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT1G06083.1	62	42	64	50	54.6323796708408	0.0950434889858132	0.49943928579494	0.190300386231203	0.849073751012873	0.999461769492062	1	1349
transcript:AT1G06093.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06097.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06103.1	3	7	4	4	4.38536293801109	-0.309504317114494	1.51936675798013	-0.203706126574702	0.838583154271649	1	1	1332
transcript:AT1G27921.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G27921.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G27921.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G27921.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06113.1	1	0	1	0	0.530158205168827	-0.0518280624584982	4.61112988021455	-0.0112397750236622	0.991032145864089	1	1	1622.5
transcript:AT1G06117.1	0	0	4	0	1.03693396603383	3.49167078368593	3.75222997106817	0.930558843836518	0.352081812087232	1	1	311.5
transcript:AT1G06123.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06127.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06133.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT1G06147.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06153.1	20	8	18	31	19.1121618258676	0.723005362914623	0.813447079832699	0.888816716956342	0.374101590118515	0.999461769492062	1	329
transcript:AT1G06157.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06163.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT1G28685.1	315	402	295	374	340.898357241777	-0.122456556091138	0.242059728472891	-0.505893966186333	0.612931088331942	0.999461769492062	1	751
transcript:AT1G06173.1	0	0	4	0	1.03693396603383	3.49167078368593	3.75222997106817	0.930558843836518	0.352081812087232	1	1	311.5
transcript:AT1G06177.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G28715.1	91	103	76	121	96.0790248159116	-0.0140243933644969	0.379572764875611	-0.0369478388922156	0.970526595846296	0.999461769492062	1	1562
transcript:AT1G06187.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06197.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06203.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06207.1	30	49	43	63	45.1419086058129	0.408153537772976	0.518472927034804	0.787222469082899	0.431151646236615	0.999461769492062	1	409
transcript:AT1G06213.1	12	7	21	8	12.1583739445028	0.589713505577502	0.997174836930497	0.59138426255596	0.554262982513922	0.999461769492062	1	577
transcript:AT1G06217.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G29357.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G29357.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G29357.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G29357.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06227.1	117	154	86	104	113.487554961524	-0.531446940806659	0.345088874895341	-1.54002919093766	0.123553238144386	0.999461769492062	1	81
transcript:AT1G06257.1	4	7	4	0	3.72856842376688	-1.40124956210392	1.82844533858864	-0.766361199064085	0.443461413205616	1	1	434
transcript:AT1G06287.1	2	4	1	7	3.34341191228596	0.36960579648245	1.79256849237416	0.206187823815271	0.836644198691237	1	1	1328
transcript:AT1G06293.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G29785.1	5	13	2	12	7.6424143550597	-0.39120915069103	1.25383100097505	-0.312011068785828	0.755032111293954	0.999461769492062	1	1037
transcript:AT1G29785.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G29785.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06297.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06303.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06307.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G30282.1	59	56	50	40	51.086909785163	-0.375909577055168	0.490458914920111	-0.766444580004013	0.443411815642693	0.999461769492062	1	433
transcript:AT1G30282.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06313.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06317.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06323.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06327.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06333.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06337.1	8	3	4	8	5.74888538959376	0.0342898341635124	1.37115996819358	0.0250079020383647	0.980048660665714	1	1	1581
transcript:AT1G06343.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06347.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06353.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06357.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06363.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06373.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06377.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06383.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06387.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06393.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06403.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06407.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06413.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06417.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G06423.1	24	21	11	27	20.4396731320725	-0.304997496234127	0.76098605817346	-0.400792488848207	0.688572909387166	0.999461769492062	1	927
transcript:AT1G06427.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
