Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
transcript:AT5G18245.3	0	0	0	0
transcript:AT5G18245.4	0	0	0	0
transcript:AT5G18245.6	0	0	0	0
transcript:AT5G18245.7	0	0	0	0
transcript:AT5G18245.8	0	0	0	0
transcript:AT5G18255.1	0	0	0	0
transcript:AT5G18255.2	0	0	0	0
transcript:AT5G18255.3	0	0	0	0
transcript:AT5G02885.1	0	0	1	0
transcript:AT5G02895.1	1303	1001	99	104
transcript:AT5G02905.1	36	24	19	32
transcript:AT5G02925.1	0	0	0	0
transcript:AT5G02935.1	5	19	13	36
transcript:AT5G02945.1	0	0	0	0
transcript:AT5G02955.1	0	0	0	0
transcript:AT5G02965.1	0	0	0	0
transcript:AT5G02985.1	0	0	0	0
transcript:AT5G03005.1	0	0	0	0
transcript:AT5G03015.1	0	0	0	0
transcript:AT5G03025.1	0	0	0	0
transcript:AT5G03035.1	0	0	0	0
transcript:AT5G03045.1	0	0	0	0
transcript:AT5G19221.1	187	145	124	161
transcript:AT5G19221.2	0	0	0	0
transcript:AT5G03055.1	0	0	0	0
transcript:AT5G03065.1	0	0	0	0
transcript:AT5G03075.1	0	0	0	0
transcript:AT5G03085.1	12	4	1	3
transcript:AT5G03095.1	0	0	0	0
transcript:AT5G03105.1	0	0	0	0
transcript:AT5G20225.1	23	23	36	31
transcript:AT5G20225.2	0	0	0	0
transcript:AT5G03115.1	0	0	0	0
transcript:AT5G03125.1	0	0	0	0
transcript:AT5G03135.1	0	0	0	0
transcript:AT5G03155.1	8	5	9	12
transcript:AT5G03165.1	116	123	46	75
transcript:AT5G03175.1	11	7	5	11
transcript:AT5G03175.2	12	5	9	4
transcript:AT5G03185.1	616	630	529	510
transcript:AT5G03195.1	331	349	257	316
transcript:AT5G03205.1	0	2	0	0
transcript:AT5G03215.1	0	0	0	0
transcript:AT5G03235.1	68	79	87	83
transcript:AT5G03245.1	53	55	55	30
transcript:AT5G03255.1	289	219	20	28
transcript:AT5G03275.1	0	1	2	0
transcript:AT5G03295.1	0	0	0	0
transcript:AT5G03325.1	0	0	0	0
transcript:AT5G03335.1	0	0	0	0
transcript:AT5G03375.1	95	139	103	107
transcript:AT5G03385.1	0	0	0	0
transcript:AT5G03395.1	0	0	0	0
transcript:AT5G03405.1	0	0	0	0
transcript:AT5G03465.1	0	0	0	0
transcript:AT5G03485.1	5	2	2	13
transcript:AT5G03515.1	3	5	3	6
transcript:AT5G03525.1	2	6	7	5
transcript:AT5G03535.1	0	0	0	0
transcript:AT5G03565.1	0	0	0	0
transcript:AT5G03575.1	0	0	0	2
transcript:AT5G03585.1	415	426	218	221
transcript:AT5G03595.1	0	0	0	0
transcript:AT5G03605.1	0	0	0	0
transcript:AT5G03615.1	2	5	628	396
transcript:AT5G03625.1	0	0	0	0
transcript:AT5G03635.1	75	92	71	65
transcript:AT5G03645.1	0	0	0	0
transcript:AT5G03685.1	3	2	0	2
transcript:AT5G03695.1	2	0	5	4
transcript:AT5G03715.1	0	0	0	0
transcript:AT5G03735.1	0	0	0	0
transcript:AT5G03755.1	0	0	0	0
transcript:AT5G03765.1	0	0	0	0
transcript:AT5G03785.1	0	0	0	0
transcript:AT5G03805.1	465	553	360	447
transcript:AT5G03815.1	0	0	0	0
transcript:AT5G03825.1	22	14	11	8
transcript:AT5G03835.1	17	9	14	25
transcript:AT5G03845.1	0	0	0	0
transcript:AT5G03875.1	0	4	0	0
transcript:AT5G03915.1	0	0	0	0
transcript:AT5G03925.1	2	0	0	0
transcript:AT5G03935.1	0	0	0	0
transcript:AT5G03945.1	0	0	0	0
transcript:AT5G03955.1	0	0	0	0
transcript:AT5G03975.1	3	5	4	2
transcript:AT5G03985.1	607	613	705	922
transcript:AT5G04005.1	20	16	21	14
transcript:AT5G04015.1	19	12	14	11
transcript:AT5G04025.1	0	0	0	0
transcript:AT5G04035.1	0	0	0	0
transcript:AT5G04055.1	12	6	15	14
transcript:AT5G04065.1	3	7	3	4
transcript:AT5G04075.1	0	0	0	0
transcript:AT5G04115.1	0	0	0	0
transcript:AT5G04125.1	0	0	0	0
transcript:AT5G04135.1	0	0	0	0
transcript:AT5G04165.1	2	0	4	0
transcript:AT5G04185.1	156	158	70	70
transcript:AT5G04195.1	0	0	0	0
transcript:AT5G26146.1	0	0	0	0
transcript:AT5G26146.4	0	0	0	0
transcript:AT5G26146.2	0	0	0	0
transcript:AT5G26146.3	0	0	0	0
transcript:AT5G04205.1	3	2	3	5
transcript:AT5G04215.1	0	0	0	0
transcript:AT5G04225.1	0	0	0	0
transcript:AT5G04245.1	0	0	0	0
transcript:AT5G04325.1	0	2	1	0
transcript:AT5G04335.1	0	2	0	2
transcript:AT5G04345.1	0	1	0	2
transcript:AT5G04355.1	0	6	0	10
transcript:AT5G04365.1	0	0	0	0
transcript:AT5G04375.1	456	533	426	396
transcript:AT5G04385.1	0	0	0	0
transcript:AT5G04405.1	0	2	2	0
transcript:AT5G04435.1	0	0	0	0
transcript:AT5G04445.1	0	0	0	0
transcript:AT5G04495.1	0	0	0	0
transcript:AT5G04505.1	3	5	3	7
transcript:AT5G04515.1	0	0	0	0
transcript:AT5G04525.1	0	0	0	0
transcript:AT5G04575.1	0	0	0	0
transcript:AT5G04585.1	0	0	0	0
transcript:AT5G04595.1	0	0	0	0
transcript:AT5G04605.1	0	0	0	0
transcript:AT5G04615.1	0	0	0	0
transcript:AT5G04625.1	1	0	2	2
transcript:AT5G04635.1	0	0	0	0
transcript:AT5G04665.1	2	0	1	0
transcript:AT5G04675.1	0	0	0	0
transcript:AT5G04685.1	0	0	0	0
transcript:AT5G04695.1	0	0	0	0
transcript:AT5G04705.1	0	0	0	0
transcript:AT5G04715.1	0	0	1	0
transcript:AT5G04725.1	0	0	0	0
transcript:AT5G04745.1	0	0	0	0
transcript:AT5G04755.1	0	0	0	0
transcript:AT5G04765.1	0	0	0	0
transcript:AT5G04775.1	0	0	0	0
transcript:AT5G04785.1	0	0	1	0
transcript:AT5G04795.1	0	0	0	0
transcript:AT5G04815.1	0	0	0	0
transcript:AT5G04825.1	1	0	0	0
transcript:AT5G04845.1	0	0	0	0
transcript:AT5G04855.1	0	0	0	0
transcript:AT5G04865.1	1	0	0	0
transcript:AT5G04905.1	695	628	851	960
transcript:AT5G04925.1	0	0	0	0
transcript:AT5G05015.1	0	0	0	0
transcript:AT5G05045.1	0	0	0	0
transcript:AT5G05055.1	0	0	0	0
transcript:AT5G05065.1	0	0	0	0
transcript:AT5G05075.1	0	0	0	0
transcript:AT5G05095.1	0	0	0	0
transcript:AT5G05105.1	0	0	0	0
transcript:AT5G05125.1	4	2	5	1
transcript:AT5G05135.1	0	1	0	1
transcript:AT5G05155.1	0	0	0	0
transcript:AT5G05175.1	0	0	0	0
transcript:AT5G05195.1	0	2	0	0
transcript:AT5G05205.1	0	0	0	0
transcript:AT5G05215.1	0	0	0	0
transcript:AT5G05235.1	0	0	0	0
transcript:AT5G05255.1	0	0	0	0
transcript:AT5G05265.1	3	2	0	0
transcript:AT5G05275.1	2	0	2	7
transcript:AT5G36002.1	0	0	0	0
transcript:AT5G36002.2	0	0	0	0
transcript:AT5G36002.3	0	0	0	0
transcript:AT5G36002.5	0	0	0	0
transcript:AT5G36002.4	0	0	0	0
transcript:AT5G05325.1	0	0	0	0
transcript:AT5G05335.1	0	0	0	0
transcript:AT5G05395.1	0	0	0	0
transcript:AT5G05415.1	0	0	0	2
transcript:AT5G05425.1	0	0	2	8
transcript:AT5G05445.1	0	0	0	0
transcript:AT5G05455.1	0	0	0	0
transcript:AT5G05465.1	2	0	0	1
transcript:AT5G05475.1	0	0	0	0
transcript:AT5G05485.1	0	0	0	0
transcript:AT5G05495.1	0	0	0	0
transcript:AT5G05515.1	0	2	0	0
transcript:AT5G05525.1	0	0	0	1
transcript:AT5G05535.1	0	0	0	0
transcript:AT5G05545.1	3	0	5	3
transcript:AT5G05555.1	4	1	0	0
transcript:AT5G05565.1	0	0	0	2
transcript:AT5G05585.1	0	0	0	0
transcript:AT5G05605.1	0	0	0	0
transcript:AT5G05625.1	0	0	0	0
transcript:AT5G38212.1	0	0	0	0
transcript:AT5G38212.2	0	0	0	0
transcript:AT5G38212.3	0	0	0	0
transcript:AT5G05645.1	0	0	0	0
transcript:AT5G05665.1	0	0	0	0
transcript:AT5G05685.1	0	0	0	0
transcript:AT5G05695.1	0	0	0	0
transcript:AT5G05705.1	0	0	0	0
transcript:AT5G05745.1	0	0	0	0
transcript:AT5G05725.1	0	0	0	0
transcript:AT5G05755.1	0	0	0	0
transcript:AT5G05765.1	0	0	0	5
transcript:AT5G05805.1	1	0	1	4
transcript:AT5G05815.1	1	1	6	5
transcript:AT5G05835.1	0	0	0	0
transcript:AT5G05825.1	0	0	0	0
transcript:AT5G05845.1	0	0	0	4
transcript:AT5G05855.1	0	0	0	2
transcript:AT5G05875.1	0	0	0	0
transcript:AT5G05885.1	0	0	0	0
transcript:AT5G05895.1	0	0	0	0
transcript:AT5G05905.1	3	0	0	0
transcript:AT5G05925.1	0	0	0	0
transcript:AT5G05935.1	0	0	0	0
transcript:AT5G05955.1	0	0	0	0
transcript:AT5G05975.1	8	2	0	0
transcript:AT5G05995.1	822	673	19	13
transcript:AT5G06005.1	0	0	0	0
transcript:AT5G40348.1	0	2	32	22
transcript:AT5G40348.2	0	0	0	0
transcript:AT5G06015.1	0	0	0	0
transcript:AT5G06025.1	0	0	0	0
transcript:AT5G06035.1	0	0	0	0
transcript:AT5G06045.1	0	0	0	0
transcript:AT5G06065.1	0	0	0	0
transcript:AT5G06075.1	0	0	0	0
transcript:AT5G06085.1	0	0	0	0
transcript:AT5G06145.1	1	1	0	1
transcript:AT5G06155.1	0	0	0	0
transcript:AT5G06155.2	0	0	0	0
transcript:AT5G06155.3	0	0	0	0
transcript:AT5G41612.1	69	45	22	18
transcript:AT5G41612.2	0	0	0	0
transcript:AT5G06185.1	0	0	0	0
transcript:AT5G06205.1	69	32	35	75
transcript:AT5G06235.1	227	229	68	46
transcript:AT5G06245.1	140	117	71	88
transcript:AT5G06255.1	0	0	0	0
transcript:AT5G06275.1	0	0	0	0
transcript:AT5G42092.1	2584	2371	2045	2239
transcript:AT5G06285.1	46	14	30	35
transcript:AT5G06295.1	21	14	18	21
transcript:AT5G06325.1	0	0	0	0
transcript:AT5G06335.1	0	0	0	0
transcript:AT5G06345.1	0	0	0	0
transcript:AT5G06365.1	0	0	0	0
transcript:AT5G06385.1	31	25	33	25
transcript:AT5G06395.1	1255	1169	1092	1377
transcript:AT5G06405.1	0	0	0	0
transcript:AT5G06415.1	0	1	0	0
transcript:AT5G06425.1	0	0	0	0
transcript:AT5G06435.1	0	0	0	0
transcript:AT5G06445.1	0	0	0	0
transcript:AT5G06455.1	0	0	0	0
transcript:AT5G06465.1	0	0	2	0
transcript:AT5G06475.1	1	0	0	0
transcript:AT5G06495.1	0	0	0	0
transcript:AT5G06505.1	182	221	122	124
transcript:AT5G06515.1	0	0	0	0
transcript:AT5G06525.1	0	0	0	0
transcript:AT5G06535.1	0	0	0	0
transcript:AT5G06545.1	0	0	0	0
transcript:AT5G44562.1	161	167	59	95
transcript:AT5G06575.1	2	5	0	2
transcript:AT5G06585.1	20	14	7	2
transcript:AT5G06595.1	26	4	2	0
transcript:AT5G06615.1	0	0	0	0
transcript:AT5G06635.1	0	0	0	0
transcript:AT5G06655.1	0	2	0	0
transcript:AT5G06665.1	243	287	176	267
transcript:AT5G06675.1	0	0	0	0
transcript:AT5G06695.1	0	0	0	0
transcript:AT5G06695.2	0	0	0	0
transcript:AT5G06695.3	50	46	191	202
transcript:AT5G06705.1	0	0	0	0
transcript:AT5G06715.1	0	0	0	0
transcript:AT5G45472.3	0	0	0	0
transcript:AT5G45472.2	0	0	0	0
transcript:AT5G45472.1	0	0	0	0
transcript:AT5G45472.4	0	0	0	0
transcript:AT5G45472.5	0	0	0	0
transcript:AT5G06735.1	0	0	0	0
transcript:AT5G06745.1	0	0	0	0
transcript:AT5G06765.1	0	0	0	0
transcript:AT5G06775.1	8	0	0	0
transcript:AT5G06785.1	0	0	0	0
transcript:AT5G06795.1	2	2	3	2
transcript:AT5G06845.1	104	159	42	59
transcript:AT5G06855.1	0	0	0	0
transcript:AT5G06875.1	0	0	0	0
transcript:AT5G06880.1	0	1	0	0
transcript:AT5G06885.1	13	6	9	13
transcript:AT5G06915.1	0	0	0	0
transcript:AT5G06925.1	0	0	0	0
transcript:AT5G06935.1	0	0	0	0
transcript:AT5G06945.1	0	0	0	0
transcript:AT5G06965.1	0	0	0	0
transcript:AT5G06975.1	0	0	0	0
transcript:AT5G06985.1	0	0	0	0
transcript:AT5G06995.1	0	0	0	0
transcript:AT5G07005.1	0	0	0	0
transcript:AT5G07015.1	141	130	619	467
transcript:AT5G07025.1	36	50	15	29
transcript:AT5G07035.1	0	0	0	0
transcript:AT5G07115.1	1	0	0	0
transcript:AT5G07125.1	0	0	0	0
transcript:AT5G07145.1	37	45	22	52
transcript:AT5G07155.1	0	0	0	0
transcript:AT5G07185.1	0	0	0	0
transcript:AT5G07195.1	0	0	0	0
transcript:AT5G07205.1	0	0	0	3
transcript:AT5G07255.1	0	0	0	0
transcript:AT5G07265.1	57	58	70	60
transcript:AT5G48775.2	0	0	0	0
transcript:AT5G48775.1	0	0	0	0
transcript:AT5G48775.3	0	0	0	0
transcript:AT5G48775.4	0	0	0	0
transcript:AT5G07275.1	33	36	17	29
transcript:AT5G07285.1	351	327	258	262
transcript:AT5G07295.1	0	0	0	0
transcript:AT5G07325.1	2	2	2	4
transcript:AT5G49138.1	11	8	2	2
transcript:AT5G49152.2	37	22	28	35
transcript:AT5G49152.1	0	0	0	0
transcript:AT5G07355.1	3	2	3	1
transcript:AT5G07365.1	1	0	0	0
transcript:AT5G07385.1	0	2	0	0
transcript:AT5G07395.1	5	2	0	0
transcript:AT5G07425.1	0	0	0	0
transcript:AT5G07435.1	0	0	0	0
transcript:AT5G07445.1	11	5	0	0
transcript:AT5G07455.1	0	7	0	1
transcript:AT5G07465.1	0	0	0	0
transcript:AT5G07485.1	0	0	0	0
transcript:AT5G07495.1	0	0	0	0
transcript:AT5G07515.1	0	0	1	0
transcript:AT5G07525.1	5	16	6	12
transcript:AT5G07535.1	0	0	0	0
transcript:AT5G07555.1	1	1	2	0
transcript:AT5G07565.1	1	0	0	0
transcript:AT5G07575.1	0	0	0	0
transcript:AT5G07595.1	0	0	0	0
transcript:AT5G07585.1	0	0	0	0
transcript:AT5G07605.1	0	0	0	2
transcript:AT5G07615.1	0	0	0	0
transcript:AT5G07635.1	18	31	4	4
transcript:AT5G07665.1	0	0	0	0
transcript:AT5G07695.1	0	0	0	0
transcript:AT5G07705.1	0	0	0	0
transcript:AT5G07715.1	0	0	0	0
transcript:AT5G07745.1	4	2	6	7
transcript:AT5G07785.1	0	0	0	0
transcript:AT5G07795.1	0	0	0	0
transcript:AT5G07805.1	0	0	0	0
transcript:AT5G07815.1	0	0	0	0
transcript:AT5G07825.1	1	0	0	0
transcript:AT5G07835.1	0	0	0	0
transcript:AT5G07845.1	0	0	0	0
transcript:AT5G07855.1	0	0	0	0
transcript:AT5G07865.1	0	0	0	0
transcript:AT5G07885.1	292	369	644	912
transcript:AT5G07895.1	2	5	2	1
transcript:AT5G07905.1	0	2	0	0
transcript:AT5G07915.1	0	0	0	1
transcript:AT5G07925.1	0	0	0	0
transcript:AT5G07935.1	0	0	0	0
transcript:AT5G07945.1	0	0	0	0
transcript:AT5G53048.1	1251	1225	672	437
transcript:AT5G53048.2	0	0	0	0
transcript:AT5G53048.3	0	0	0	0
transcript:AT5G53048.4	0	0	0	0
transcript:AT5G07955.1	0	0	0	2
transcript:AT5G07975.1	75	56	56	73
transcript:AT5G07985.1	524	429	123	216
transcript:AT5G07995.1	0	1	0	4
transcript:AT5G08015.1	0	0	0	0
transcript:AT5G08035.1	0	0	0	0
transcript:AT5G08045.1	0	0	0	0
transcript:AT5G08065.1	0	0	0	0
transcript:AT5G08085.1	0	0	0	0
transcript:AT5G08095.1	0	0	0	0
transcript:AT5G08105.1	0	0	0	0
transcript:AT5G08135.1	145	111	193	138
transcript:AT5G08165.1	0	0	0	0
transcript:AT5G08175.1	92	51	103	66
transcript:AT5G08195.1	0	0	0	0
transcript:AT5G08205.1	0	0	0	0
transcript:AT5G54569.3	0	0	0	0
transcript:AT5G54569.2	0	0	0	0
transcript:AT5G54569.1	0	0	0	0
transcript:AT5G54569.4	0	0	0	0
transcript:AT5G08215.1	0	0	0	0
transcript:AT5G08225.1	0	0	0	0
transcript:AT5G08235.1	37	40	52	49
transcript:AT5G08265.1	0	2	0	0
transcript:AT5G08275.1	1267	1082	67	106
transcript:AT5G08285.1	44	21	0	6
transcript:AT5G08375.1	0	0	0	0
transcript:AT5G08385.1	0	0	0	0
transcript:AT5G08395.1	0	0	0	0
transcript:AT5G08425.1	123	159	14	44
transcript:AT5G08435.1	0	0	0	0
transcript:AT5G08445.1	26	18	21	21
transcript:AT5G08455.1	2	1	0	0
transcript:AT5G08465.1	0	0	0	1
transcript:AT5G08475.1	0	0	0	0
transcript:AT5G08485.1	0	0	0	0
transcript:AT5G08585.1	0	0	0	0
transcript:AT5G08595.1	0	2	1	1
transcript:AT5G08605.1	0	0	0	0
transcript:AT5G08645.1	0	0	0	0
transcript:AT5G08635.1	0	0	0	0
transcript:AT5G08655.1	0	0	0	0
transcript:AT5G08665.1	0	0	0	0
transcript:AT5G08675.1	0	0	0	0
transcript:AT5G08685.1	0	0	0	0
transcript:AT5G08705.1	0	0	0	0
transcript:AT5G08715.1	0	0	0	0
transcript:AT5G08725.1	0	0	38	11
transcript:AT5G08735.1	0	0	0	0
transcript:AT5G08745.1	0	0	0	0
transcript:AT5G08755.1	0	0	0	0
transcript:AT5G08765.1	0	0	0	0
transcript:AT5G08775.1	0	0	0	0
transcript:AT5G08785.1	0	1	0	1
transcript:AT5G08815.1	0	0	0	0
transcript:AT5G08820.1	349	362	364	415
transcript:AT5G08825.1	27	52	85	110
transcript:AT5G08830.1	5	1	3	1
transcript:AT5G08835.1	48	24	63	62
transcript:AT5G08840.1	130	170	64	100
transcript:AT5G08845.1	0	0	0	0
transcript:AT5G08855.1	4	28	12	4
transcript:AT5G08870.1	186	159	41	40
transcript:AT5G08880.1	67	81	121	92
transcript:AT5G08885.1	19	28	11	18
transcript:AT5G08890.1	0	0	0	0
transcript:AT5G08895.1	0	0	0	0
transcript:AT5G08900.1	0	0	2	1
transcript:AT5G08905.1	0	0	0	0
transcript:AT5G08910.1	0	0	0	0
transcript:AT5G08915.1	0	0	0	0
transcript:AT5G08920.1	346	257	293	334
transcript:AT5G59662.1	1	2	3	0
transcript:AT5G59662.2	0	0	0	0
transcript:AT5G59732.1	0	0	0	0
transcript:AT5G59732.2	0	0	0	0
transcript:AT5G08930.1	2	0	0	0
transcript:AT5G08935.1	0	0	0	0
transcript:AT5G08940.1	0	0	0	0
transcript:AT5G08945.1	0	0	0	0
transcript:AT5G60022.2	0	0	0	0
transcript:AT5G60022.1	0	0	0	0
transcript:AT5G08950.1	8	2	5	5
transcript:AT5G08955.1	79	53	79	58
transcript:AT5G08960.1	55	38	4	1
transcript:AT5G08965.1	0	0	0	0
transcript:AT5G08970.1	0	0	0	0
transcript:AT5G08975.1	0	0	0	0
transcript:AT5G08980.1	62	55	53	80
transcript:AT5G08985.1	0	0	0	0
transcript:AT5G08990.1	144	122	74	79
transcript:AT5G08995.1	0	0	0	0
transcript:AT5G09015.1	1	0	0	0
transcript:AT5G09025.1	0	0	0	0
transcript:AT5G09030.1	159	140	144	170
transcript:AT5G09035.1	0	0	0	0
transcript:AT5G09040.1	0	0	0	0
transcript:AT5G09045.1	0	0	0	0
transcript:AT5G09050.1	0	0	0	0
transcript:AT5G09055.1	0	0	0	0
transcript:AT5G09060.1	0	0	0	2
transcript:AT5G09065.1	33	40	5	6
transcript:AT5G09070.1	0	0	0	0
transcript:AT5G09085.1	2	2	1	0
transcript:AT5G09090.1	2	0	0	0
transcript:AT5G09095.1	0	0	0	0
transcript:AT5G09100.1	0	0	0	0
transcript:AT5G09105.1	0	0	0	0
transcript:AT5G09110.1	0	0	0	0
transcript:AT5G09120.1	119	103	128	124
transcript:AT5G09125.1	10	7	0	10
transcript:AT5G09135.1	0	0	0	0
transcript:AT5G09145.1	0	0	0	0
transcript:AT5G63195.1	1206	1061	2462	2337
transcript:AT5G09150.1	30	55	41	39
transcript:AT5G09155.1	278	285	138	205
transcript:AT5G09160.1	42	33	18	21
transcript:AT5G09165.1	11	15	11	13
transcript:AT5G09170.1	4	0	0	0
transcript:AT5G09175.1	0	0	0	0
transcript:AT5G09175.2	10	5	2	2
transcript:AT5G09175.3	0	0	0	0
transcript:AT5G09175.4	0	0	0	0
transcript:AT5G09175.5	0	0	0	0
transcript:AT5G09185.1	31	55	34	50
transcript:AT5G09190.1	0	3	2	1
transcript:AT5G09195.1	3	0	0	0
transcript:AT5G09200.1	0	0	0	0
transcript:AT5G09205.1	0	0	0	0
transcript:AT5G64572.1	3446	3151	1925	2415
transcript:AT5G09215.1	0	0	0	2
transcript:AT5G09235.1	0	0	0	0
transcript:AT5G09245.1	0	0	0	0
transcript:AT5G09255.1	0	0	0	0
transcript:AT5G09265.1	3	0	0	2
transcript:AT5G09275.1	107	162	146	150
transcript:AT5G09285.1	185	184	197	271
transcript:AT5G09295.1	13	16	41	27
transcript:AT5G09305.1	0	0	0	0
transcript:AT5G09325.1	0	3	0	0
transcript:AT5G09335.1	2	2	2	2
transcript:AT5G09365.1	0	0	0	0
transcript:AT5G09375.1	0	0	0	0
transcript:AT5G09385.1	37	38	28	33
transcript:AT5G09395.1	33	33	24	23
transcript:AT5G65575.1	0	0	0	0
transcript:AT5G65575.2	65	41	65	52
transcript:AT5G65575.3	0	0	0	0
transcript:AT5G09405.1	42	25	9	20
transcript:AT5G09415.1	2	0	2	1
transcript:AT5G09425.1	0	0	0	0
transcript:AT5G09435.1	37	30	14	13
transcript:AT5G09455.1	0	0	0	0
transcript:AT5G09465.1	0	0	2	0
transcript:AT5G09475.1	2	0	0	0
transcript:AT5G09505.1	0	0	0	3
transcript:AT5G09535.1	449	619	340	382
transcript:AT5G09545.1	2	0	0	0
transcript:AT5G09555.1	1	0	0	0
transcript:AT5G09565.1	81	147	591	561
transcript:AT5G09595.1	155	159	156	234
transcript:AT5G09605.1	0	0	0	0
transcript:AT5G09615.1	0	0	0	0
transcript:AT5G66558.1	0	0	0	0
transcript:AT5G66558.3	0	0	0	0
transcript:AT5G66558.2	0	0	0	0
transcript:AT5G09635.1	0	1	2	2
transcript:AT5G09645.1	2	3	0	0
transcript:AT5G09665.1	1	2	1	0
transcript:AT5G09675.1	3	6	0	2
transcript:AT5G09685.1	160	183	204	240
transcript:AT5G09695.1	0	0	0	0
transcript:AT5G09705.1	0	0	0	0
transcript:AT5G09715.1	0	0	0	0
transcript:AT5G09735.1	2	0	0	0
transcript:AT5G09765.1	0	0	0	0
transcript:AT5G09775.1	0	0	0	0
transcript:AT5G09785.1	61	77	91	73
transcript:AT5G09815.1	0	0	0	0
transcript:AT5G09835.1	0	0	0	0
transcript:AT5G09825.1	0	0	0	0
transcript:AT5G09845.1	13	15	13	26
transcript:AT5G09855.1	667	612	1111	695
transcript:AT5G09875.1	0	0	0	0
transcript:AT5G09885.1	0	0	0	0
transcript:AT5G09895.1	0	0	0	0
transcript:AT5G09915.1	1	0	0	0
transcript:AT5G67488.1	0	0	1	0
transcript:AT5G67488.2	0	0	0	0
transcript:AT5G67488.3	0	0	0	0
transcript:AT5G09925.1	13	6	8	9
transcript:AT5G09955.1	0	0	3	0
transcript:AT5G09965.1	0	0	0	2
